"公布注意有價證券資訊 (108年08月01日 至 112年07月18日 全部上市有價證券)"
"編號","證券代號","證券名稱","累計次數","注意交易資訊","日期","收盤價","本益比",
"513","1342","八貫","15","最近六個營業日累積收盤價漲幅達37.03%﹝第一款﹞。且12月06日元富證券商買進之比率為45.41%﹝第五款﹞。","111.12.06","125.00    ","19.53     ",
"513","1342","八貫","15","10月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.60%，且10月21日當日沖銷成交量占該日總成交量比率73.10%﹝第十三款﹞","111.10.24","85.30     ","14.94     ",
"513","1342","八貫","15","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.22倍。當日之成交量較最近六十個營業日之平均成交量放大為8.73倍﹝第九款﹞。","111.10.20","87.70     ","15.36     ",
"514","1409","新纖","1","08月31日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.90%，且08月31日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為9.46倍﹝第十二款﹞","109.09.01","11.40     ","7.55      ",
"515","1410","南染","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.24倍。當日之成交量較最近六十個營業日之平均成交量放大為 36.06倍﹝第九款﹞。","110.10.21","35.60     ","31.23     ",
"515","1410","南染","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.14倍。當日之成交量較最近六十個營業日之平均成交量放大為6.90倍﹝第九款﹞。","110.05.07","35.60     ","37.47     ",
"515","1410","南染","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.68倍。當日之成交量較最近六十個營業日之平均成交量放大為8.75倍﹝第九款﹞。","110.05.06","35.60     ","37.47     ",
"515","1410","南染","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.93倍。當日之成交量較最近六十個營業日之平均成交量放大為 37.65倍﹝第九款﹞。","110.04.19","35.00     ","36.84     ",
"516","1413","宏洲","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.32倍。當日之成交量較最近六十個營業日之平均成交量放大為 16.61倍﹝第九款﹞。","111.08.08","11.80     ","8.37      ",
"516","1413","宏洲","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.08倍。當日之成交量較最近六十個營業日之平均成交量放大為 10.07倍﹝第九款﹞。","110.05.11","14.30     ","-----     ",
"516","1413","宏洲","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.10倍。當日之成交量較最近六十個營業日之平均成交量放大為5.16倍﹝第九款﹞。","110.05.10","13.00     ","-----     ",
"516","1413","宏洲","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.85倍。當日之成交量較最近六十個營業日之平均成交量放大為8.36倍﹝第九款﹞。","110.05.05","12.55     ","-----     ",
"516","1413","宏洲","5","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.84倍。當日之成交量較最近六十個營業日之平均成交量放大為8.57倍﹝第九款﹞。","109.06.22","8.89      ","-----     ",
"517","1414","東和","10","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.31倍。當日之成交量較最近六十個營業日之平均成交量放大為6.73倍﹝第九款﹞。","110.10.06","17.20     ","34.40     ",
"517","1414","東和","10","最近六個營業日之累積週轉率為52.96%。且05月12日之週轉率為16.44%﹝第十款﹞。","110.05.12","20.60     ","46.82     ",
"517","1414","東和","10","最近六個營業日累積收盤價漲幅達26.10%。且05月04日之成交量為最近六十個營業日日平均成交量之10.49 倍﹝第三款﹞。且05月04日之週轉率為22.30%﹝第四款﹞。","110.05.04","20.40     ","46.36     ",
"517","1414","東和","10","最近六個營業日累積收盤價漲幅達28.24%。且11月10日之成交量為最近六十個營業日日平均成交量之9.28倍﹝第三款﹞。且11月10日之週轉率為19.97%﹝第四款﹞。","109.11.10","16.55     ","68.96     ",
"517","1414","東和","10","最近六個營業日累積收盤價漲幅達42.24%﹝第一款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達106.83% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達151.45% ﹝第二款﹞。","109.11.09","17.25     ","71.88     ",
"517","1414","東和","10","最近六個營業日累積收盤價漲幅達34.58%﹝第一款﹞。且11月06日之成交量為最近六十個營業日日平均成交量之6.62倍﹝第三款﹞。且11月06日之週轉率為11.38%﹝第四款﹞。","109.11.06","15.70     ","65.42     ",
"517","1414","東和","10","最近六個營業日累積收盤價漲幅達32.10%﹝第一款﹞。且11月04日之成交量為最近六十個營業日日平均成交量之10.29 倍﹝第三款﹞。且11月04日之週轉率為14.86%﹝第四款﹞。","109.11.04","14.90     ","62.08     ",
"517","1414","東和","10","最近六個營業日累積收盤價漲幅達35.22%﹝第一款﹞。","109.11.03","13.95     ","58.13     ",
"517","1414","東和","10","最近六個營業日累積收盤價漲幅達25.48%。且11月02日之成交量為最近六十個營業日日平均成交量之5.96倍﹝第三款﹞。","109.11.02","12.70     ","52.92     ",
"517","1414","東和","10","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.64倍。當日之成交量較最近六十個營業日之平均成交量放大為 14.56倍﹝第九款﹞。","109.04.29","6.24      ","36.71     ",
"518","1416","廣豐","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.72倍。當日之成交量較最近六十個營業日之平均成交量放大為6.96倍﹝第九款﹞。","109.03.12","12.20     ","14.02     ",
"518","1416","廣豐","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.26倍。當日之成交量較最近六十個營業日之平均成交量放大為 27.41倍﹝第九款﹞。","109.03.11","13.55     ","15.57     ",
"519","1417","嘉裕","10","02月07日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率69.15%，且02月07日當日沖銷成交量占該日總成交量比率83.76%﹝第十三款﹞","112.02.08","14.40     ","-----     ",
"519","1417","嘉裕","10","01月05日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率79.27%，且01月05日當日沖銷成交量占該日總成交量比率87.00%﹝第十三款﹞","112.01.06","14.30     ","-----     ",
"519","1417","嘉裕","10","最近六個營業日之累積週轉率為51.15%。且01月05日之週轉率為19.67%﹝第十款﹞。","112.01.05","14.45     ","-----     ",
"519","1417","嘉裕","10","12月27日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率70.89%，且12月27日當日沖銷成交量占該日總成交量比率80.09%﹝第十三款﹞","111.12.28","14.70     ","-----     ",
"519","1417","嘉裕","10","最近六個營業日累積收盤價漲幅達26.26%。且11月30日之成交量為最近六十個營業日日平均成交量之24.04 倍﹝第三款﹞。且11月30日之週轉率為23.45%﹝第四款﹞。","111.11.30","15.30     ","-----     ",
"519","1417","嘉裕","10","最近六個營業日累積收盤價漲幅達29.92%。且11月29日之成交量為最近六十個營業日日平均成交量之22.98 倍﹝第三款﹞。且11月29日之週轉率為13.45%﹝第四款﹞。","111.11.29","15.95     ","-----     ",
"519","1417","嘉裕","10","最近六個營業日累積收盤價漲幅達29.50%。且11月28日之成交量為最近六十個營業日日平均成交量之23.64 倍﹝第三款﹞。","111.11.28","14.50     ","-----     ",
"519","1417","嘉裕","10","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.02倍。當日之成交量較最近六十個營業日之平均成交量放大為 11.58倍﹝第九款﹞。","111.11.25","13.20     ","-----     ",
"519","1417","嘉裕","10","最近六個營業日累積收盤價漲幅達30.95%。且09月14日之成交量為最近六十個營業日日平均成交量之11.10 倍﹝第三款﹞。且09月14日之週轉率為14.17%﹝第四款﹞。","109.09.14","12.30     ","8.60      ",
"519","1417","嘉裕","10","最近六個營業日累積收盤價漲幅達30.34%。且09月11日之成交量為最近六十個營業日日平均成交量之7.18倍﹝第三款﹞。","109.09.11","12.25     ","8.57      ",
"520","1418","東華","5","最近六個營業日累積收盤價漲幅達32.72%﹝第一款﹞。","111.01.07","14.50     ","-----     ",
"520","1418","東華","5","最近六個營業日累積收盤價漲幅達48.79%﹝第一款﹞。","110.04.14","12.40     ","-----     ",
"520","1418","東華","5","最近六個營業日累積收盤價漲幅達58.27%﹝第一款﹞。","110.04.13","12.35     ","-----     ",
"520","1418","東華","5","最近六個營業日累積收盤價漲幅達48.98%﹝第一款﹞。","110.04.12","11.30     ","-----     ",
"520","1418","東華","5","最近六個營業日累積收盤價漲幅達43.39%﹝第一款﹞。","110.04.09","10.30     ","-----     ",
"521","1419","新紡","1","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.47倍。當日之成交量較最近六十個營業日之平均成交量放大為8.47倍﹝第九款﹞。","112.06.12","44.50     ","18.09     ",
"522","1423","利華","4","最近六個營業日累積收盤價漲幅達37.22%﹝第一款﹞。","109.06.23","15.10     ","-----     ",
"522","1423","利華","4","最近六個營業日累積收盤價漲幅達38.20%﹝第一款﹞。且06月22日之成交量為最近六十個營業日日平均成交量之6.35倍﹝第三款﹞。","109.06.22","15.25     ","-----     ",
"522","1423","利華","4","最近六個營業日累積收盤價漲幅達39.03%﹝第一款﹞。且06月19日之成交量為最近六十個營業日日平均成交量之30.49 倍﹝第三款﹞。","109.06.19","15.45     ","-----     ",
"522","1423","利華","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.16倍。當日之成交量較最近六十個營業日之平均成交量放大為 34.62倍﹝第九款﹞。","108.08.26","10.40     ","28.11     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價跌幅達33.60%﹝第一款﹞。","112.03.16","15.70     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達39.01%﹝第一款﹞。且03月24日之成交量為最近六十個營業日日平均成交量之8.56倍﹝第三款﹞。","111.03.24","17.60     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達58.84%﹝第一款﹞。且03月23日之成交量為最近六十個營業日日平均成交量之5.61倍﹝第三款﹞。","111.03.23","19.55     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達47.69%﹝第一款﹞。且03月22日之成交量為最近六十個營業日日平均成交量之8.88倍﹝第三款﹞。","111.03.22","17.80     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達37.38%﹝第一款﹞。且03月21日之成交量為最近六十個營業日日平均成交量之10.12 倍﹝第三款﹞。","111.03.21","16.20     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達27.12%。且03月18日之成交量為最近六十個營業日日平均成交量之18.09 倍﹝第三款﹞。","111.03.18","14.75     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.02倍。當日之成交量較最近六十個營業日之平均成交量放大為 18.37倍﹝第九款﹞。","111.03.17","13.45     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達25.78%。且11月02日之成交量為最近六十個營業日日平均成交量之6.93倍﹝第三款﹞。","109.11.02","23.50     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價跌幅達34.76%﹝第一款﹞。","109.09.23","17.10     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達46.48%﹝第一款﹞。且08月24日之成交量為最近六十個營業日日平均成交量之6.80倍﹝第三款﹞。","109.08.24","10.00     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達59.30%﹝第一款﹞。且08月21日之成交量為最近六十個營業日日平均成交量之21.66 倍﹝第三款﹞。","109.08.21","10.30     ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達59.57%﹝第一款﹞。且08月20日康和證券商買進之比率為60.85%﹝第五款﹞。","109.08.20","9.39      ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達51.92%﹝第一款﹞。","109.08.19","8.54      ","-----     ",
"523","1432","大魯閣","14","最近六個營業日累積收盤價漲幅達41.07%﹝第一款﹞。","109.08.18","7.77      ","-----     ",
"524","1434","福懋","2","07月10日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率19.91%，且07月10日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.72倍﹝第十二款﹞","109.07.13","33.40     ","10.99     ",
"524","1434","福懋","2","07月09日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率15.97%，且07月09日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為8.63倍﹝第十二款﹞","109.07.10","36.25     ","11.92     ",
"525","1435","中福","29","最近六個營業日累積收盤價跌幅達40.36%﹝第一款﹞。","112.03.24","32.25     ","38.39     ",
"525","1435","中福","29","最近六個營業日累積收盤價跌幅達39.08%﹝第一款﹞。","112.03.23","34.15     ","40.65     ",
"525","1435","中福","29","最近六個營業日累積收盤價跌幅達38.53%﹝第一款﹞。","112.03.22","35.35     ","42.08     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達34.01%﹝第一款﹞。","111.04.15","61.90     ","1238.00   ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達46.28%﹝第一款﹞。","111.04.14","63.40     ","1268.00   ",
"525","1435","中福","29","最近六個營業日累積收盤價跌幅達38.71%﹝第一款﹞。","111.04.06","40.85     ","817.00    ",
"525","1435","中福","29","最近六個營業日累積收盤價跌幅達34.53%﹝第一款﹞。","111.04.01","43.65     ","873.00    ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達32.11%﹝第一款﹞。","111.03.04","57.30     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達51.95%﹝第一款﹞。且03月03日玉山證券商買進之比率為75.39%。且03月03日富邦證券商賣出之比率為64.76%﹝第五款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達111.29% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達134.68% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達163.35% ﹝第二款﹞。","111.03.03","63.60     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達33.92%﹝第一款﹞。","111.03.02","58.30     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達33.73%﹝第一款﹞。","111.03.01","53.00     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達33.72%﹝第一款﹞。且02月25日之成交量為最近六十個營業日日平均成交量之8.88倍﹝第三款﹞。","111.02.25","48.20     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達40.73%﹝第一款﹞。且02月24日之成交量為最近六十個營業日日平均成交量之8.48倍﹝第三款﹞。且02月24日元富證券商買進之比率為55.95%﹝第五款﹞。","111.02.24","46.80     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達32.01%﹝第一款﹞。且02月23日之成交量為最近六十個營業日日平均成交量之5.16倍﹝第三款﹞。","111.02.23","42.55     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達33.96%﹝第一款﹞。","111.02.21","42.50     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達32.06%﹝第一款﹞。","110.05.31","21.40     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達41.08%﹝第一款﹞。","110.05.28","21.25     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達45.87%﹝第一款﹞。","110.05.27","22.40     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達37.25%﹝第一款﹞。","110.05.26","20.95     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價跌幅達33.86%﹝第一款﹞。","110.05.18","14.70     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價跌幅達37.88%﹝第一款﹞。","110.05.17","14.10     ","-----     ",
"525","1435","中福","29","最近九十個營業日起迄兩個營業日之收盤價漲幅達195.04% ﹝第二款﹞。","110.01.08","29.80     ","-----     ",
"525","1435","中福","29","最近九十個營業日起迄兩個營業日之收盤價漲幅達208.98% ﹝第二款﹞。","109.12.23","27.50     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達36.25%﹝第一款﹞。且12月21日日盛證券商買進之比率為35.93%﹝第五款﹞。最近九十個營業日起迄兩個營業日之收盤價漲幅達186.20% ﹝第二款﹞。","109.12.21","25.10     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達27.40%。且12月17日之成交量為最近六十個營業日日平均成交量之5.28倍﹝第三款﹞。且12月17日統一證券商買進之比率為58.90%。且12月17日統一證券商賣出之比率為57.23%﹝第五款﹞。","109.12.17","23.00     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達29.03%。且12月16日兆豐證券商買進之比率為56.52%﹝第五款﹞。最近九十個營業日起迄兩個營業日之收盤價漲幅達170.59% ﹝第二款﹞。","109.12.16","23.65     ","-----     ",
"525","1435","中福","29","最近六十個營業日起迄兩個營業日之收盤價漲幅達158.87% ﹝第二款﹞。","109.11.05","22.60     ","-----     ",
"525","1435","中福","29","最近六十個營業日起迄兩個營業日之收盤價漲幅達142.59% ﹝第二款﹞。","109.11.03","21.30     ","-----     ",
"525","1435","中福","29","最近六個營業日累積收盤價漲幅達25.21%。且09月22日之成交量為最近六十個營業日日平均成交量之6.07倍﹝第三款﹞。","109.09.22","13.40     ","-----     ",
"526","1436","華友聯","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.81倍。當日之成交量較最近六十個營業日之平均成交量放大為 38.62倍﹝第九款﹞。","112.05.23","60.00     ","9.13      ",
"526","1436","華友聯","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.95倍。當日之成交量較最近六十個營業日之平均成交量放大為 30.68倍﹝第九款﹞。","111.03.29","60.50     ","11.96     ",
"527","1437","勤益控","4","03月28日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率12.73%，且03月28日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為12.42 倍﹝第十二款﹞","112.03.29","28.20     ","14.10     ",
"527","1437","勤益控","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.09倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.14倍﹝第九款﹞。","111.12.07","26.00     ","12.81     ",
"527","1437","勤益控","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.94倍。當日之成交量較最近六十個營業日之平均成交量放大為 13.84倍﹝第九款﹞。","111.01.17","29.60     ","13.16     ",
"527","1437","勤益控","4","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.91倍。當日之成交量較最近六十個營業日之平均成交量放大為 16.02倍﹝第九款﹞。","111.01.12","28.35     ","12.60     ",
"528","1438","三地開發","4","最近六個營業日累積收盤價漲幅達37.71%﹝第一款﹞。","110.04.08","37.15     ","82.56     ",
"528","1438","三地開發","4","最近六個營業日累積收盤價漲幅達42.32%﹝第一款﹞。","110.04.07","37.85     ","84.11     ",
"528","1438","三地開發","4","最近六個營業日累積收盤價漲幅達39.57%﹝第一款﹞。且04月06日之成交量為最近六十個營業日日平均成交量之8.39倍﹝第三款﹞。","110.04.06","36.55     ","81.22     ",
"528","1438","三地開發","4","最近六個營業日累積收盤價漲幅達28.86%。且04月01日之成交量為最近六十個營業日日平均成交量之8.18倍﹝第三款﹞。","110.04.01","33.25     ","73.89     ",
"529","1439","雋揚","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為8.29倍。當日之成交量較最近六十個營業日之平均成交量放大為 23.50倍﹝第九款﹞。","111.10.28","21.35     ","12.94     ",
"529","1439","雋揚","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.40倍。當日之成交量較最近六十個營業日之平均成交量放大為 30.67倍﹝第九款﹞。","111.10.26","23.85     ","14.45     ",
"530","1440","南紡","5","最近六十個營業日起迄兩個營業日之收盤價漲幅達153.58% ﹝第二款﹞。","110.05.11","33.60     ","28.47     ",
"530","1440","南紡","5","最近六個營業日累積收盤價漲幅達26.99%。且03月29日之成交量為最近六十個營業日日平均成交量之13.58 倍﹝第三款﹞。且03月29日之週轉率為11.69%﹝第四款﹞。","110.03.29","19.25     ","33.77     ",
"530","1440","南紡","5","最近六個營業日累積收盤價漲幅達26.99%。且03月26日之成交量為最近六十個營業日日平均成交量之10.49 倍﹝第三款﹞。","110.03.26","19.25     ","33.77     ",
"530","1440","南紡","5","最近六個營業日累積收盤價漲幅達36.20%﹝第一款﹞。且06月22日之成交量為最近六十個營業日日平均成交量之12.36 倍﹝第三款﹞。","109.06.22","13.50     ","135.00    ",
"530","1440","南紡","5","最近六個營業日累積收盤價漲幅達36.57%﹝第一款﹞。且06月19日之成交量為最近六十個營業日日平均成交量之21.88 倍﹝第三款﹞。","109.06.19","13.75     ","137.50    ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達39.04%﹝第一款﹞。","110.05.25","13.50     ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達33.68%﹝第一款﹞。","110.05.24","14.15     ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達44.29%﹝第一款﹞。且05月05日之成交量為最近六十個營業日日平均成交量之5.94倍﹝第三款﹞。","110.05.05","15.00     ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達44.47%﹝第一款﹞。且05月04日之成交量為最近六十個營業日日平均成交量之13.30 倍﹝第三款﹞。且05月04日之週轉率為16.07%﹝第四款﹞。","110.05.04","15.70     ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達30.95%。且05月03日之成交量為最近六十個營業日日平均成交量之6.19倍﹝第三款﹞。","110.05.03","14.30     ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達30.91%。且04月29日之成交量為最近六十個營業日日平均成交量之11.95 倍﹝第三款﹞。且04月29日之週轉率為10.28%﹝第四款﹞。","110.04.29","13.00     ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達31.15%。且04月28日之成交量為最近六十個營業日日平均成交量之8.74倍﹝第三款﹞。","110.04.28","11.85     ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達25.68%。且04月22日之成交量為最近六十個營業日日平均成交量之17.45 倍﹝第三款﹞。","110.04.22","10.70     ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達29.64%。且09月17日之成交量為最近六十個營業日日平均成交量之6.10倍﹝第三款﹞。","109.09.17","9.49      ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達34.48%﹝第一款﹞。且09月16日之成交量為最近六十個營業日日平均成交量之20.62 倍﹝第三款﹞。","109.09.16","9.90      ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價跌幅達33.72%﹝第一款﹞。","109.03.23","5.19      ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價跌幅達38.09%﹝第一款﹞。","109.03.20","5.50      ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達27.42%。且12月25日之成交量為最近六十個營業日日平均成交量之5.14倍﹝第三款﹞。","108.12.25","9.88      ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達31.49%。且12月24日之成交量為最近六十個營業日日平均成交量之18.20 倍﹝第三款﹞。","108.12.24","10.30     ","-----     ",
"531","1441","大東","15","最近六個營業日累積收盤價漲幅達30.28%。且12月23日之成交量為最近六十個營業日日平均成交量之17.08 倍﹝第三款﹞。","108.12.23","10.15     ","-----     ",
"532","1442","名軒","1","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.43倍。當日之成交量較最近六十個營業日之平均成交量放大為 17.52倍﹝第九款﹞。","111.08.25","26.45     ","23.20     ",
"533","1443","立益物流","7","最近六個營業日累積收盤價漲幅達30.21%。且01月16日之成交量為最近六十個營業日日平均成交量之19.35 倍﹝第三款﹞。","112.01.16","29.30     ","10.24     ",
"533","1443","立益物流","7","最近六個營業日累積收盤價漲幅達32.62%﹝第一款﹞。且01月13日之成交量為最近六十個營業日日平均成交量之16.28 倍﹝第三款﹞。","112.01.13","28.90     ","10.10     ",
"533","1443","立益","7","最近六個營業日累積收盤價漲幅達26.90%。且08月17日之成交量為最近六十個營業日日平均成交量之15.71 倍﹝第三款﹞。","111.08.17","21.25     ","9.49      ",
"533","1443","立益","7","最近六個營業日累積收盤價漲幅達26.25%。且08月16日之成交量為最近六十個營業日日平均成交量之21.27 倍﹝第三款﹞。","111.08.16","21.05     ","9.40      ",
"533","1443","立益","7","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.20倍。當日之成交量較最近六十個營業日之平均成交量放大為 31.08倍﹝第九款﹞。","111.05.09","18.20     ","11.10     ",
"533","1443","立益","7","最近六個營業日累積收盤價漲幅達35.02%﹝第一款﹞。且06月07日之成交量為最近六十個營業日日平均成交量之8.12倍﹝第三款﹞。且06月07日元大證券商買進之比率為43.59%﹝第五款﹞。","110.06.07","17.05     ","-----     ",
"533","1443","立益","7","最近六個營業日累積收盤價漲幅達25.84%。且06月04日之成交量為最近六十個營業日日平均成交量之9.72倍﹝第三款﹞。","110.06.04","15.50     ","-----     ",
"534","1444","力麗","12","最近六個營業日之累積週轉率為91.67%。且10月19日之週轉率為13.81%﹝第十款﹞。","109.10.19","15.00     ","-----     ",
"534","1444","力麗","12","最近六個營業日之累積週轉率為82.82%。且10月16日之週轉率為41.93%﹝第十款﹞。","109.10.16","14.75     ","-----     ",
"534","1444","力麗","12","最近六個營業日之累積週轉率為54.62%。且10月15日之週轉率為12.83%﹝第十款﹞。","109.10.15","14.50     ","-----     ",
"534","1444","力麗","12","最近六個營業日之累積週轉率為53.03%。且10月07日之週轉率為13.73%﹝第十款﹞。","109.10.07","13.30     ","-----     ",
"534","1444","力麗","12","最近六個營業日之累積週轉率為57.86%。且10月05日之週轉率為10.07%﹝第十款﹞。","109.10.05","12.90     ","-----     ",
"534","1444","力麗","12","最近六個營業日累積收盤價漲幅達25.48%。且09月22日之週轉率為12.32%﹝第四款﹞。","109.09.22","12.05     ","-----     ",
"534","1444","力麗","12","最近六個營業日累積收盤價漲幅達32.95%﹝第一款﹞。且09月21日之成交量為最近六十個營業日日平均成交量之15.41 倍﹝第三款﹞。且09月21日之週轉率為35.56%﹝第四款﹞。","109.09.21","13.20     ","-----     ",
"534","1444","力麗","12","最近六個營業日累積收盤價漲幅達26.55%。且09月18日之成交量為最近六十個營業日日平均成交量之13.20 倍﹝第三款﹞。且09月18日之週轉率為22.68%﹝第四款﹞。","109.09.18","12.55     ","-----     ",
"534","1444","力麗","12","最近六個營業日累積收盤價漲幅達49.61%﹝第一款﹞。且08月10日之成交量為最近六十個營業日日平均成交量之11.65 倍﹝第三款﹞。","109.08.10","11.80     ","-----     ",
"534","1444","力麗","12","最近六個營業日累積收盤價漲幅達44.50%﹝第一款﹞。且08月07日之成交量為最近六十個營業日日平均成交量之15.21 倍﹝第三款﹞。","109.08.07","10.95     ","-----     ",
"534","1444","力麗","12","最近六個營業日累積收盤價漲幅達36.27%﹝第一款﹞。且08月06日之成交量為最近六十個營業日日平均成交量之13.32 倍﹝第三款﹞。","109.08.06","9.96      ","-----     ",
"534","1444","力麗","12","最近六個營業日累積收盤價漲幅達27.78%。且08月05日之成交量為最近六十個營業日日平均成交量之14.88 倍﹝第三款﹞。","109.08.05","9.06      ","-----     ",
"535","1445","大宇","1","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.38倍。當日之成交量較最近六十個營業日之平均成交量放大為 31.84倍﹝第九款﹞。","112.01.10","16.10     ","-----     ",
"536","1446","宏和","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.88倍。當日之成交量較最近六十個營業日之平均成交量放大為 17.58倍﹝第九款﹞。","112.06.21","36.05     ","-----     ",
"536","1446","宏和","2","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.02倍。當日之成交量較最近六十個營業日之平均成交量放大為 14.22倍﹝第九款﹞。","110.06.07","34.85     ","387.22    ",
